#Gn	Domain	Start	End	Eval
POLA1	DNA_pol_B	775	1227	8.3e-136
POLA1	DNA_pol_B_exo1	371	710	2.5e-62
POLA1	zf-DNA_Pol	1266	1455	1.2e-54
POLA2	DNA_pol_E_B	342	549	6.3e-46
POLA2	Pol_alpha_B_N	24	239	1.4e-11
POLB	DNA_pol_B_palm	149	262	3.1e-39
POLB	DNA_pol_B_thumb	269	333	1.7e-17
POLB	DNA_pol_lambd_f	100	147	3.6e-19
POLB	HHH	15	78	1.8e-18
POLB	WSN	68	102	10
POLD1	DNA_pol_B	541	973	1.1e-142
POLD1	DNA_pol_B_exo1	131	477	5e-84
POLD1	zf-C4pol	1012	1082	9.6e-20
POLD2	DNA_pol_D_N	49	176	4e-42
POLD2	DNA_pol_E_B	196	411	1.2e-49
POLD3	CDC27	19	466	2.4e-127
POLD4	DNA_pol_delta	47	91	1.2e-18
POLDIP2	DUF525	254	337	7.9e-27
POLDIP2	YccV-like	76	200	1.2e-13
POLDIP3	RRM	284	344	4.9e-10
POLE2	DNA_pol_E_B	287	489	1.2e-51
POLE2	Dpoe2NT	3	74	3.5e-32
POLE3	CBFD_NFYB_HMF	9	73	3.8e-13
POLE3	DUF5427	59	143	0.0068
POLE4	CBFD_NFYB_HMF	40	103	2.6e-13
POLE	DNA_pol_B	630	1145	2.8e-13
POLE	DNA_pol_B_exo1	87	426	1.5e-96
POLE	DUF1744	1546	1925	5.6e-148
POLG2	HGTP_anticodon	392	477	1.3e-10
POLG	DNA_pol_A	764	1182	1.7e-61
POLG	DNApol_Exo	121	414	1.9e-102
POLG	DUF2722	28	67	0.012
POLH	IMS	12	227	3.2e-50
POLH	IMS_C	316	438	1e-09
POLH	IMS_HHH	242	272	0.0054
POLH	zf_UBZ	631	661	8.1e-13
POLI	Cdd1	257	303	5.5e-05
POLI	IMS	58	235	7.6e-46
POLI	IMS_C	324	438	3.9e-15
POLI	UBM	524	545	0.47
POLK	ATP-cone	29	81	11
POLK	IMS	106	325	2.1e-44
POLK	IMS_C	413	527	2.2e-15
POLK	IMS_HHH	340	370	1.3e-06
POLL	BRCT	58	128	0.0021
POLL	DNA_pol_B_palm	386	495	1.5e-34
POLL	DNA_pol_B_thumb	502	574	7.7e-22
POLL	DNA_pol_lambd_f	337	383	6.3e-21
POLL	HHH	253	318	2.6e-18
POLM	DNA_pol_B_palm	292	362	9e-10
POLM	DNA_pol_B_thumb	430	493	3.2e-21
POLM	DNA_pol_lambd_f	238	286	2.8e-20
POLM	HHH	156	218	1.2e-09
POLN	DNA_pol_A	447	853	1.1e-128
POLN	DNA_pol_P_Exo	198	416	2.8e-88
POLQ	DEAD	103	269	9.3e-17
POLQ	DNA_pol_A	2097	2584	1.3e-113
POLQ	DUF4332	792	827	0.012
POLQ	Helicase_C	404	485	1.8e-09
POLR1A	RNA_pol_Rpb1	11	354	4.9e-20
POLR1A	RNA_pol_Rpb1	389	430	7.7
POLR1A	RNA_pol_Rpb1	434	613	8e-71
POLR1A	RNA_pol_Rpb1	617	802	9.5e-36
POLR1A	RNA_pol_Rpb1	840	951	3.7e-25
POLR1A	RNA_pol_Rpb1	958	1668	2.4e-104
POLR1B	RNA_pol_Rpa2	563	621	3.1e-19
POLR1B	RNA_pol_Rpb2	1033	1133	7.4e-22
POLR1B	RNA_pol_Rpb2	37	413	2.5e-34
POLR1B	RNA_pol_Rpb2	456	520	4.8e-28
POLR1B	RNA_pol_Rpb2	670	1030	2.3e-118
POLR1C	RNA_pol_A_bac	92	226	1.8e-30
POLR1D	DUF4637	59	114	0.0054
POLR1D	RNA_pol_L	40	112	5.9e-28
POLR1E	RNA_pol_I_A49	36	404	2.4e-105
POLR1F	RPA43_OB	125	282	0.00027
POLR1F	SHS2_Rpb7-N	55	110	5.9e-05
POLR1G	RNA_polI_A34	38	254	1.5e-36
POLR1H	Mu-like_Com	85	92	3.5
POLR1H	OrfB_Zn_ribbon	20	51	0.015
POLR1H	TFIIS_C	86	121	1.3e-15
POLR2A	RNA_pol_Rpb1	16	354	8.9e-109
POLR2A	RNA_pol_Rpb1	356	521	3.5e-74
POLR2A	RNA_pol_Rpb1	525	691	2e-49
POLR2A	RNA_pol_Rpb1	718	823	1e-37
POLR2A	RNA_pol_Rpb1	830	1425	1e-100
POLR2A	RNA_pol_Rpb1_R	1558	1568	25
POLR2A	RNA_pol_Rpb1_R	1602	1615	27
POLR2A	RNA_pol_Rpb1_R	1616	1629	0.57
POLR2A	RNA_pol_Rpb1_R	1630	1643	0.07
POLR2A	RNA_pol_Rpb1_R	1644	1657	0.7
POLR2A	RNA_pol_Rpb1_R	1651	1664	0.73
POLR2A	RNA_pol_Rpb1_R	1658	1671	0.71
POLR2A	RNA_pol_Rpb1_R	1665	1678	0.76
POLR2A	RNA_pol_Rpb1_R	1672	1685	0.73
POLR2A	RNA_pol_Rpb1_R	1679	1692	0.77
POLR2A	RNA_pol_Rpb1_R	1686	1699	0.79
POLR2A	RNA_pol_Rpb1_R	1693	1706	0.79
POLR2A	RNA_pol_Rpb1_R	1700	1713	0.75
POLR2A	RNA_pol_Rpb1_R	1707	1720	0.79
POLR2A	RNA_pol_Rpb1_R	1714	1727	0.75
POLR2A	RNA_pol_Rpb1_R	1721	1734	0.75
POLR2A	RNA_pol_Rpb1_R	1728	1741	0.74
POLR2A	RNA_pol_Rpb1_R	1735	1748	0.2
POLR2A	RNA_pol_Rpb1_R	1742	1755	0.02
POLR2A	RNA_pol_Rpb1_R	1749	1762	0.18
POLR2A	RNA_pol_Rpb1_R	1757	1769	2.5
POLR2A	RNA_pol_Rpb1_R	1763	1776	0.16
POLR2A	RNA_pol_Rpb1_R	1770	1783	0.041
POLR2A	RNA_pol_Rpb1_R	1778	1790	0.2
POLR2A	RNA_pol_Rpb1_R	1784	1797	0.64
POLR2A	RNA_pol_Rpb1_R	1791	1804	0.77
POLR2A	RNA_pol_Rpb1_R	1798	1811	0.93
POLR2A	RNA_pol_Rpb1_R	1805	1818	2.3
POLR2A	RNA_pol_Rpb1_R	1826	1839	4.2
POLR2A	RNA_pol_Rpb1_R	1833	1846	0.39
POLR2A	RNA_pol_Rpb1_R	1841	1853	3.9
POLR2A	RNA_pol_Rpb1_R	1847	1860	0.46
POLR2A	RNA_pol_Rpb1_R	1855	1867	0.011
POLR2A	RNA_pol_Rpb1_R	1861	1874	0.0035
POLR2A	RNA_pol_Rpb1_R	1868	1881	0.018
POLR2A	RNA_pol_Rpb1_R	1889	1902	1.2
POLR2A	RNA_pol_Rpb1_R	1896	1909	0.033
POLR2A	RNA_pol_Rpb1_R	1904	1916	0.056
POLR2A	RNA_pol_Rpb1_R	1910	1923	0.086
POLR2A	RNA_pol_Rpb1_R	1917	1930	0.016
POLR2A	RNA_pol_Rpb1_R	1924	1936	0.77
POLR2A	RNA_pol_Rpb1_R	1931	1947	1.4
POLR2A	RNA_pol_Rpb1_R	1941	1954	0.0075
POLR2A	RNA_pol_Rpb1_R	1948	1960	13
POLR2B	RNA_pol_Rpb2	1082	1172	6.8e-34
POLR2B	RNA_pol_Rpb2	38	441	6.8e-68
POLR2B	RNA_pol_Rpb2	468	532	1.1e-23
POLR2B	RNA_pol_Rpb2	567	629	3e-24
POLR2B	RNA_pol_Rpb2	653	700	2.4e-16
POLR2B	RNA_pol_Rpb2	707	1080	3.2e-128
POLR2C	RNA_pol_A_bac	50	177	5.9e-40
POLR2D	RNA_pol_Rpb4	32	136	1.7e-25
POLR2E	RNA_pol_Rpb5_C	137	209	3e-34
POLR2E	RNA_pol_Rpb5_N	4	94	1.2e-32
POLR2F	RNA_pol_Rpb6	52	104	7.2e-13
POLR2G	S1	78	160	1.1e-20
POLR2G	SHS2_Rpb7-N	11	64	2.9e-10
POLR2H	RNA_pol_Rpb8	7	147	6.3e-54
POLR2I	RNA_POL_M_15KD	14	50	4.8e-17
POLR2I	TFIIS_C	84	124	9.9e-12
POLR2J2	RNA_pol_L	30	102	3.4e-29
POLR2J3	RNA_pol_L	30	102	1.1e-28
POLR2J	RNA_pol_L	31	103	3.6e-29
POLR2K	DNA_RNApol_7kD	17	48	1.7e-17
POLR2L	RNA_pol_N	2	59	3.8e-32
POLR2M	GCOM2	27	241	2.9e-85
POLR3A	RNA_pol_Rpb1	13	356	2.2e-97
POLR3A	RNA_pol_Rpb1	358	524	1.8e-75
POLR3A	RNA_pol_Rpb1	528	703	7.1e-41
POLR3A	RNA_pol_Rpb1	732	834	1.4e-31
POLR3A	RNA_pol_Rpb1	841	1315	3.8e-89
POLR3B	RNA_pol_Rpb2	1043	1127	1.6e-34
POLR3B	RNA_pol_Rpb2	38	412	5.6e-54
POLR3B	RNA_pol_Rpb2	438	502	5.7e-20
POLR3B	RNA_pol_Rpb2	539	600	2.2e-26
POLR3B	RNA_pol_Rpb2	621	655	7.1e-07
POLR3B	RNA_pol_Rpb2	668	1041	7.4e-128
POLR3C	HTH	352	396	26
POLR3C	HTH	7	66	3e-22
POLR3C	RNA_pol_Rpc82	146	345	1.1e-42
POLR3D	RNA_pol_Rpc4	263	389	6.4e-29
POLR3E	RPC5	5	432	1.6e-163
POLR3E	RPC5_C	443	708	2.2e-131
POLR3F	RNA_pol_Rpc34	13	315	6.2e-106
POLR3GL	RNA_pol_3_Rpc31	29	204	5.2e-34
POLR3G	RNA_pol_3_Rpc31	28	209	1.7e-31
POLR3H	RNA_pol_Rbc25	83	201	5.5e-41
POLR3H	SHS2_Rpb7-N	9	64	4.2e-15
POLR3K	RNA_POL_M_15KD	4	34	1.3e-07
POLR3K	TFIIS_C	68	107	1.4e-20
POLRMT	PSD2	296	341	0.26
POLRMT	PSD2	819	835	60
POLRMT	RNA_pol	831	1230	1.9e-160
POLRMT	RPOL_N	429	704	2.7e-54
POM121B	POM121	8	136	3.8e-53
POM121C	POM121	296	529	7.1e-102
POM121L12	POM121	210	240	4.8e-07
POM121L1P	POM121	36	246	2.5e-66
POM121L2	POM121	164	362	2.1e-34
POM121	POM121	320	552	7.7e-103
POMC	ACTH_assoc	183	210	0.0025
POMC	ACTH_domain	136	155	3.2e-08
POMC	ACTH_domain	219	236	1.4e-10
POMC	ACTH_domain	74	91	1.7e-06
POMC	NPP	27	70	8.9e-20
POMC	Op_neuropeptide	237	264	1.5e-15
POMGNT1	GNT-I	301	560	7.7e-47
POMGNT1	ILEI	129	217	6.9e-25
POMGNT2	Glyco_transf	266	362	5e-15
POMK	PK_Tyr_Ser-Thr	83	194	1.2e-08
POMP	UMP1	26	138	6.4e-36
POMT1	MIR	341	494	6.4e-15
POMT1	PMT	20	289	4e-96
POMT1	PMT_4TMC	542	740	1.2e-51
POMT2	MIR	354	506	5.2e-22
POMT2	PMT_4TMC	541	748	6.9e-53
POMT2	PMT	63	305	2.9e-90
POMZP3	POM121	54	90	0.0018
POMZP3	Zona_pellucida	76	139	2.3e-08
PON1	Arylesterase	168	253	4.3e-41
PON2	Arylesterase	167	252	5.8e-42
PON3	Arylesterase	167	252	6.8e-36
POP1	POP1	107	182	1.9e-17
POP1	POP1	167	257	1.4e-20
POP1	POPLD	617	708	6.4e-27
POP4	RNase_P-MRP_p29	129	210	1e-25
POP5	RNase_P_Rpp14	7	115	7.7e-26
POP7	Rpp20	33	133	2.8e-18
POPDC2	Popeye	26	251	1.5e-49
POPDC3	Popeye	26	248	1.9e-47
PORCN	MBOAT	63	357	3.1e-19
POR	FAD_binding	274	493	6.8e-84
POR	Flavodoxin	82	219	1.6e-39
POR	NAD_binding	530	640	1.8e-16
POSTN	Fasciclin	111	231	1.1e-26
POSTN	Fasciclin	246	367	3.8e-28
POSTN	Fasciclin	381	494	2.7e-16
POSTN	Fasciclin	508	630	2.6e-26
POT1	POT1	11	141	8.6e-36
POT1	POT1PC	152	296	9.7e-41
POTEA	Ank	133	185	5.4e-07
POTEA	Ank	155	226	2.9e-09
POTEA	Ank	204	286	1.3e-10
POTEA	Ank	69	162	1.8e-13
POTEB2	Ank	106	199	4.1e-14
POTEB2	Ank	170	222	1.7e-09
POTEB2	Ank	206	298	7.2e-14
POTEB2	CCDC144C	489	542	1.8e-10
POTEB3	Ank	143	236	4.5e-14
POTEB3	Ank	243	335	1.9e-13
POTEB3	CCDC144C	526	579	3.6e-11
POTEB	Ank	106	199	4.1e-14
POTEB	Ank	206	298	7.2e-14
POTEB	CCDC144C	489	542	1.8e-10
POTEC	Ank	143	236	4e-14
POTEC	Ank	243	335	1.6e-13
POTED	Ank	143	235	6e-14
POTED	Ank	243	335	1.6e-13
POTED	CCDC144C	526	582	8e-14
POTEE	Actin	703	1075	6.9e-141
POTEE	Ank	143	236	1.3e-13
POTEE	Ank	243	335	5e-13
POTEE	CCDC144C	648	702	1.1e-13
POTEF	Actin	703	1074	6.9e-141
POTEF	Ank	143	236	1.3e-13
POTEF	Ank	243	335	4.9e-13
POTEF	Ank	304	360	1.8e-05
POTEF	CCDC144C	648	702	2.3e-13
POTEG	Ank	143	236	8e-14
POTEG	Ank	208	259	6e-09
POTEG	Ank	243	335	1.6e-13
POTEH	Ank	180	273	7.3e-14
POTEH	Ank	244	296	8.7e-09
POTEH	Ank	280	372	1.8e-13
POTEI	Actin	703	1075	1.8e-140
POTEI	Ank	143	236	2.5e-12
POTEI	Ank	243	335	4.9e-13
POTEI	CCDC144C	648	702	7.6e-13
POTEJ	Actin	666	1038	2e-139
POTEJ	Ank	106	199	2.4e-12
POTEJ	Ank	170	222	4.4e-07
POTEJ	Ank	206	298	4.6e-13
POTEJ	Ank	267	323	1.2e-05
POTEJ	CCDC144C	611	665	3.3e-13
POTEKP	Actin	3	375	3.7e-143
POTEM	Ank	143	236	6.5e-14
POTEM	Ank	207	259	7.9e-09
POTEM	Ank	243	335	5e-13
POU1F1	Homeodomain	215	271	7.7e-18
POU1F1	Pou	129	198	4.8e-35
POU2AF1	PD-C2-AF1	7	255	1.3e-140
POU2F1	Homeodomain	380	436	2.6e-17
POU2F1	Pou	284	354	7e-36
POU2F1	POU2F1_C	447	729	9.6e-122
POU2F2	Homeodomain	298	354	9.2e-17
POU2F2	Pou	199	269	6.7e-36
POU2F3	Homeodomain	282	338	3.2e-18
POU2F3	Pou	187	257	4.6e-36
POU3F1	Homeodomain	340	396	1.2e-17
POU3F1	Pou	252	321	4.9e-37
POU3F2	DUF2722	126	162	0.00028
POU3F2	Homeodomain	355	411	1.3e-18
POU3F2	Pou	267	336	1.8e-37
POU3F3	Homeodomain	407	463	1.2e-18
POU3F3	Pou	319	388	2.2e-37
POU3F4	Homeodomain	279	335	4e-18
POU3F4	Pou	191	260	3.4e-37
POU4F1	Homeodomain	356	412	6e-17
POU4F1	Pou	265	337	1.3e-31
POU4F2	Homeodomain	346	402	5.6e-17
POU4F2	Pou	255	327	1.9e-31
POU4F3	Homeodomain	275	331	4.2e-17
POU4F3	Pou	184	256	1.8e-31
POU5F1B	Homeodomain	231	286	8.5e-16
POU5F1B	Pou	143	212	3.3e-34
POU5F1	Homeodomain	231	287	1.3e-18
POU5F1	Pou	143	212	1.2e-35
POU5F2	Homeodomain	224	261	5.9e-10
POU5F2	Pou	123	192	3.7e-31
POU6F1	Homeodomain	235	290	7.9e-19
POU6F1	Pou	143	213	2.2e-31
POU6F2	FtsX_ECD	633	687	0.034
POU6F2	Homeodomain	608	663	1.3e-17
POU6F2	Pou	480	524	5.2e-15
POU6F2	Pou	559	586	5.5e-07
PP2D1	PP2C	176	472	1.2e-25
PPA1	Pyrophosphatase	46	228	2.1e-59
PPA2	Pyrophosphatase	94	276	8.9e-57
PPAN	Brix	42	285	3.6e-44
PPARA	Hormone_recep	273	448	6.2e-13
PPARA	zf-C4	101	167	7e-28
PPARD	Hormone_recep	242	420	2.4e-16
PPARD	zf-C4	73	139	6e-28
PPARGC1A	RRM	679	739	4.8e-07
PPARGC1B	DUF2052	412	450	0.04
PPARGC1B	DUF2052	799	855	4.5
PPARGC1B	RRM	904	955	6.9e-08
PPARG	Hormone_recep	321	485	5e-15
PPARG	PPARgamma_N	31	108	7.1e-37
PPARG	zf-C4	138	204	3.5e-27
PPAT	GATase	85	209	2.4e-15
PPAT	Pribosyltran	375	417	2.9e-06
PPBP	IL8	62	119	3.2e-17
PPCDC	Flavoprotein	19	193	3.9e-51
PPCS	DFP	160	264	3.6e-11
PPCS	DFP	36	83	8.9e-07
PPDPFL	PPDFL	1	62	2.9e-09
PPDPF	PPDFL	1	109	5.5e-59
PPEF1	EF-hand	570	635	7.3e-13
PPEF1	IQ	18	36	0.00055
PPEF1	Metallophos	167	406	1.8e-22
PPEF1	PPP5	87	156	4.4e-08
PPEF1	PRD_Mga	145	190	9.3
PPEF2	EF-hand	574	598	0.85
PPEF2	EF-hand	636	682	0.00024
PPEF2	EF-hand	656	722	4.6e-09
PPEF2	IQ	21	39	0.0048
PPEF2	Metallophos	174	310	5.2e-21
PPEF2	Metallophos	436	491	0.019
PPEF2	PPP5	83	162	7.5e-08
PPFIA1	SAM	1048	1117	4.9e-07
PPFIA1	SAM	877	940	7.7e-05
PPFIA1	SAM	963	1025	5.3e-12
PPFIA2	Crescentin	265	461	7.3e-06
PPFIA2	SAM	1020	1082	3.3e-13
PPFIA2	SAM	1105	1173	5.7e-08
PPFIA2	SAM	897	960	7.1e-06
PPFIA3	DUF745	263	369	0.0052
PPFIA3	SAM	1040	1107	1.3e-07
PPFIA3	SAM	838	900	1.1e-05
PPFIA3	SAM	953	1015	4.6e-11
PPFIA4	SAM	1029	1098	1.3e-09
PPFIA4	SAM	828	891	4.5e-05
PPFIA4	SAM	944	1006	3e-13
PPFIBP1	DUF16	103	157	0.00057
PPFIBP1	SAM	646	708	4.6e-16
PPFIBP1	SAM	721	780	2.4e-17
PPFIBP1	SAM	807	873	3.5e-14
PPFIBP2	SAM	557	618	3.3e-17
PPFIBP2	SAM	634	690	2.3e-14
PPFIBP2	SAM	715	784	4.3e-16
PPHLN1	HERV-K_REC	399	446	0.00059
PPHLN1	Lge1	280	342	1.1e-20
PPIAL4A	Pro_isomerase	8	162	1.2e-40
PPIAL4C	Pro_isomerase	8	162	1.6e-43
PPIAL4D	Pro_isomerase	11	162	9.1e-42
PPIAL4E	Pro_isomerase	11	162	1.3e-42
PPIAL4F	Pro_isomerase	11	162	1.3e-42
PPIAL4G	Pro_isomerase	8	162	8.9e-42
PPIAL4H	Pro_isomerase	8	162	1.1e-40
PPIA	Pro_isomerase	8	162	2.1e-47
PPIB	Pro_isomerase	48	203	2e-49
PPIC	Pro_isomerase	43	196	8.8e-48
PPID	Pro_isomerase	23	182	9.9e-47
PPID	TPR	226	253	0.019
PPID	TPR	278	306	0.018
PPID	TPR	278	306	3e-05
PPID	TPR	308	340	0.00046
PPID	TPR	308	340	0.008
PPIE	Pro_isomerase	143	298	4.8e-46
PPIE	RRM	8	78	8.6e-21
PPIF	Pro_isomerase	51	204	1e-48
PPIG	Pro_isomerase	12	175	1.7e-48
PPIG	SR-25	179	263	1.5e-07
PPIH	Pro_isomerase	16	175	2.4e-49
PPIL1	Pro_isomerase	14	162	2.5e-50
PPIL2	Pro_isomerase	281	432	1.2e-51
PPIL2	Rtf2	92	237	6.6e-05
PPIL2	zf-NOSIP	39	66	0.0079
PPIL3	Pro_isomerase	3	153	1.3e-52
PPIL4	Pro_isomerase	3	159	1.5e-37
PPIL4	RRM	242	312	3.2e-17
PPIL6	Pro_isomerase	152	305	8e-42
PPIP5K1	His_Phos	390	910	6.9e-135
PPIP5K1	PPIP5K2_N	55	144	6.4e-40
PPIP5K2	His_Phos	379	894	6.8e-139
PPIP5K2	PPIP5K2_N	44	133	8.9e-42
PPIP5K2	RimK	279	333	0.0046
PPL	Plectin	1660	1688	0.0027
PPL	Plectin	1714	1736	1.4
PPL	SH3	390	453	6.3e-15
PPL	Spectrin	215	304	0.0075
PPL	Spectrin	321	389	0.071
PPL	Spectrin	757	804	3.3
PPM1A	PP2C	23	284	2.4e-90
PPM1A	PP2C_C	285	363	1.5e-31
PPM1B	PP2C	23	288	1.8e-81
PPM1B	PP2C_C	289	367	5.4e-32
PPM1D	PP2C	67	368	3.9e-90
PPM1E	PP2C	232	481	3e-64
PPM1F	PP2C	157	406	1.6e-73
PPM1G	PP2C	27	107	8e-15
PPM1G	PP2C	288	489	2.8e-57
PPM1H	PP2C	120	175	3
PPM1H	PP2C	240	316	7.7e-12
PPM1H	PP2C	379	459	1.2e-11
PPM1H	SpoIIE	419	504	0.57
PPM1J	PP2C	221	309	2e-12
PPM1J	PP2C	370	453	2.5e-08
PPM1K	PP2C	115	338	1.2e-56
PPM1L	PP2C	94	344	5.4e-60
PPM1M	PP2C	160	243	6.4e-14
PPM1M	PP2C	26	104	5.5e-13
PPM1N	PP2C	66	319	8e-63
PPM1N	PP2C_C	320	396	4e-26
PPME1	Abhydrolase	79	362	3.6e-30
PPOX	Amino_oxidase	12	471	5e-60
PPP1CA	Metallophos	60	250	1.9e-40
PPP1CA	STPPase_N	9	56	3.4e-22
PPP1CB	Metallophos	59	249	1.7e-39
PPP1CB	STPPase_N	8	55	1.8e-19
PPP1CC	Metallophos	60	250	6e-41
PPP1CC	STPPase_N	9	56	8e-23
PPP1R10	Med26	93	143	3.5e-08
PPP1R10	zf-CCCH	909	932	9.8e-05
PPP1R11	PPI_Ypi1	32	80	2.9e-21
PPP1R12A	Ank	117	146	0.23
PPP1R12A	Ank	191	260	7.4e-13
PPP1R12A	Ank	46	133	2.2e-18
PPP1R12A	PRKG1_interact	931	1030	1.2e-34
PPP1R12B	Ank	209	279	1.4e-11
PPP1R12B	Ank	64	152	9.2e-20
PPP1R12B	PRKG1_interact	881	982	3e-37
PPP1R12C	Ank	223	283	4e-11
PPP1R12C	Ank	95	161	3.6e-16
PPP1R12C	PRKG1_interact	683	782	1.3e-31
PPP1R13B	Ank	894	980	1.2e-15
PPP1R13B	SH3	1026	1073	1.1e-12
PPP1R13L	Ank	632	719	7.4e-11
PPP1R13L	SH3	765	814	1.7e-10
PPP1R14A	PP1_inhibitor	1	126	6.4e-61
PPP1R14B	PP1_inhibitor	50	143	3.6e-31
PPP1R14C	PP1_inhibitor	60	161	4.9e-33
PPP1R14D	PP1_inhibitor	27	139	1.3e-23
PPP1R15A	PP1c_bdg	549	618	6.9e-11
PPP1R15B	CReP_N	1	410	2.6e-234
PPP1R15B	PP1c_bdg	413	699	1.7e-164
PPP1R16A	Ank	221	294	4.6e-13
PPP1R16A	Ank	77	163	2.3e-13
PPP1R16B	Ank	216	290	5.1e-11
PPP1R16B	Ank	74	160	1.3e-16
PPP1R18	Phostensin	439	560	3.6e-34
PPP1R18	Phostensin_N	29	116	6.6e-30
PPP1R1A	DARPP-32	5	151	3.6e-40
PPP1R1B	DARPP-32	2	151	1e-62
PPP1R1C	DARPP-32	2	94	9.3e-29
PPP1R21	KLRAQ	11	111	7e-38
PPP1R21	TTKRSYEDQ	255	771	8.8e-279
PPP1R26	PPP1R26_N	1	852	0
PPP1R27	Ank	65	117	5.4e-15
PPP1R27	Ank	99	135	5.9e-08
PPP1R2B	IPP-2	45	172	1.1e-36
PPP1R2C	IPP-2	45	169	2.9e-21
PPP1R2	IPP-2	45	172	1.1e-39
PPP1R2P1	IPP-2	45	168	1.2e-36
PPP1R32	PPP1R32	2	416	2.1e-196
PPP1R35	PPP1R35_C	104	247	3.5e-45
PPP1R36	PPPI_inhib	63	412	7.4e-110
PPP1R37	LRR	248	286	0.27
PPP1R37	LRR	275	297	0.13
PPP1R37	LRR	306	344	0.51
PPP1R37	LRR	333	353	0.00064
PPP1R37	LRR	388	410	0.2
PPP1R3A	CBM	124	229	3.6e-29
PPP1R3B	CBM	128	232	6.8e-33
PPP1R3C	CBM	153	256	1.5e-32
PPP1R3D	CBM	172	277	1.3e-26
PPP1R3E	CBM	159	258	1.4e-20
PPP1R3F	CBM	160	283	1.9e-28
PPP1R3G	CBM	213	349	5.3e-25
PPP1R42	LRR	146	254	1.2e-08
PPP1R42	LRR	72	106	4.5e-09
PPP1R42	LRR	94	128	0.0019
PPP1R7	LRR	123	213	6e-09
PPP1R7	LRR	208	250	6.1e-08
PPP1R7	LRR	259	357	4.4e-10
PPP1R7	LRR	79	118	0.066
PPP1R7	LRR	98	138	5.8e-07
PPP1R8	FHA	49	118	3.2e-16
PPP1R9A	PDZ	434	497	4.4e-29
PPP1R9A	PDZ	507	588	6.8e-13
PPP1R9A	SAM	986	1049	4.1e-16
PPP1R9B	PDZ	426	489	2e-30
PPP1R9B	PDZ	498	579	7.8e-13
PPP2CA	Metallophos	51	242	1.2e-34
PPP2CA	STPPase_N	21	42	0.011
PPP2CB	Metallophos	51	242	3.5e-35
PPP2CB	STPPase_N	22	42	0.014
PPP2R1A	HEAT	14	113	0.00088
PPP2R1A	HEAT	172	260	1.4e-07
PPP2R1A	HEAT	213	303	6.9e-05
PPP2R1A	HEAT	287	365	0.055
PPP2R1A	HEAT	366	467	6.4e-16
PPP2R1A	HEAT	491	583	4.2e-05
PPP2R1B	HEAT	185	255	1.7e-05
PPP2R1B	HEAT	256	316	6e-05
PPP2R1B	HEAT	26	125	0.00039
PPP2R1B	HEAT	297	378	0.0015
PPP2R1B	HEAT	378	478	1.9e-15
PPP2R1B	HEAT	501	595	0.00017
PPP2R1B	TAF6_C	464	498	2.7
PPP2R2A	ANAPC4_WD40	28	71	0.48
PPP2R3A	EF-hand	796	885	2e-37
PPP2R3A	EF-hand	900	1002	3.1e-20
PPP2R3B	EF-hand	212	301	1.6e-40
PPP2R3B	EF-hand	316	418	1.1e-19
PPP2R3C	EF-hand	183	258	6.4e-05
PPP2R3C	EF-hand	284	362	0.00011
PPP2R3C	EF-hand	345	411	0.54
PPP2R5A	B56	56	460	9.4e-183
PPP2R5B	B56	62	466	1.3e-176
PPP2R5C	B56	29	437	7.9e-189
PPP2R5D	B56	103	513	2.8e-188
PPP2R5E	B56	48	452	2.3e-185
PPP3CA	Metallophos	84	284	1.1e-38
PPP3CB	Metallophos	93	293	1.1e-37
PPP3CC	Metallophos	80	280	1.6e-38
PPP3R1	EF-hand	22	78	7.1e-10
PPP3R1	EF-hand	89	156	7.2e-15
PPP3R2	EF-hand	22	76	1.9e-09
PPP3R2	EF-hand	89	157	4.1e-13
PPP4C	Metallophos	48	239	5.7e-40
PPP4C	STPPase_N	20	40	0.0011
PPP4R1	HEAT	213	243	3.1e-05
PPP4R1	HEAT	253	278	0.00014
PPP4R1	HEAT	295	320	0.039
PPP4R1	HEAT	866	890	0.17
PPP4R1	HEAT	92	194	0.04
PPP4R1L	HEAT	163	191	0.019
PPP4R1L	HEAT	203	229	0.0059
PPP4R1L	HEAT	242	270	0.13
PPP4R1	WRNPLPNID	453	490	4.6e-07
PPP4R2	PPP4R2	7	310	1.7e-76
PPP4R3A	SMK-1	166	357	2.2e-79
PPP4R3A	WH1	7	97	0.0065
PPP4R3B	SMK-1	168	359	4.3e-80
PPP4R3B	WH1	7	97	0.0016
PPP4R3C	SMK-1	168	359	3e-75
PPP4R4	HEAT	215	278	0.0028
PPP5C	Metallophos	236	428	4.9e-37
PPP5C	PPP5	136	228	7.3e-31
PPP5C	TPR	29	61	3.5e-08
PPP5C	TPR	50	90	0.017
PPP5C	TPR	97	129	0.0033
PPP5C	TPR	97	129	7.6e-05
PPP5D1	PPP5	44	119	5.1e-24
PPP6C	Metallophos	47	238	1.8e-36
PPP6R1	SAPS	128	376	1.2e-65
PPP6R1	SAPS	375	518	1.2e-36
PPP6R2	SAPS	129	364	3e-70
PPP6R2	SAPS	364	531	2e-43
PPP6R3	SAPS	130	363	2.5e-66
PPP6R3	SAPS	366	512	6.6e-41
PPRC1	RRM	1545	1602	1e-07
PPT1	Palm_thioest	34	289	2.9e-88
PPT2	Palm_thioest	38	283	3.6e-63
PPTC7	SpoIIE	74	296	1.1e-14
